5.000000000000000000e+00,-8.762773948999999618e+01,4.187395805999999965e+01
1.300000000000000000e+01,-8.765268082000000049e+01,4.193250007999999696e+01
1.400000000000000000e+01,-8.765107299999999668e+01,4.185808600000000013e+01
1.500000000000000000e+01,-8.765648665000000506e+01,4.185818060999999801e+01
1.600000000000000000e+01,-8.767251600000000167e+01,4.191032899999999728e+01
1.700000000000000000e+01,-8.767273000000000138e+01,4.190332000000000079e+01
1.900000000000000000e+01,-8.766099599999999725e+01,4.186941699999999855e+01
2.000000000000000000e+01,-8.765349722999999926e+01,4.190959192999999772e+01
2.100000000000000000e+01,-8.765478742999999895e+01,4.187772612999999922e+01
2.200000000000000000e+01,-8.765548640000000091e+01,4.186948209999999904e+01
2.300000000000000000e+01,-8.763771500000000003e+01,4.190292399999999873e+01
2.400000000000000000e+01,-8.762062000000000239e+01,4.189186000000000121e+01
2.500000000000000000e+01,-8.762350999999999601e+01,4.189765999999999480e+01
2.600000000000000000e+01,-8.761730000000000018e+01,4.189102000000000459e+01
2.700000000000000000e+01,-8.764350000000000307e+01,4.191020999999999930e+01
2.800000000000000000e+01,-8.764331999999998857e+01,4.191467999999999705e+01
2.900000000000000000e+01,-8.766259999999999764e+01,4.190068000000000126e+01
3.000000000000000000e+01,-8.766769999999999641e+01,4.189964299999999753e+01
3.100000000000000000e+01,-8.763563838999999689e+01,4.189680203999999719e+01
3.200000000000000000e+01,-8.765703000000000600e+01,4.187463999999999942e+01
3.300000000000000000e+01,-8.762784399999999607e+01,4.187718100000000021e+01
3.400000000000000000e+01,-8.763442877999999325e+01,4.192675598999999664e+01
3.500000000000000000e+01,-8.761220000000000141e+01,4.189107100000000372e+01
3.600000000000000000e+01,-8.763532114000000206e+01,4.187770796000000217e+01
3.700000000000000000e+01,-8.762979104000000063e+01,4.187935636000000272e+01
4.200000000000000000e+01,-8.762533709000000215e+01,4.185323876000000354e+01
4.300000000000000000e+01,-8.762464914000000249e+01,4.188389277000000277e+01
4.400000000000000000e+01,-8.762773357000000374e+01,4.188473019999999991e+01
4.500000000000000000e+01,-8.762443335999999761e+01,4.187606560000000400e+01
4.600000000000000000e+01,-8.763443006999999341e+01,4.189993000999999850e+01
4.700000000000000000e+01,-8.762770000000000437e+01,4.188917999999999608e+01
4.800000000000000000e+01,-8.764288399999999513e+01,4.189776400000000223e+01
4.900000000000000000e+01,-8.762952092000000448e+01,4.188131982000000164e+01
5.000000000000000000e+01,-8.763058454000000097e+01,4.187593266999999742e+01
5.100000000000000000e+01,-8.763188990999999817e+01,4.188457623000000041e+01
5.200000000000000000e+01,-8.762428934000000424e+01,4.188605812000000128e+01
5.300000000000000000e+01,-8.763419499999999118e+01,4.189383200000000329e+01
5.400000000000000000e+01,-8.765406126999999969e+01,4.189636245999999886e+01
